year,state,state_po,dem_votes,gop_votes,dem_share
2012,GEORGIA,GA,1773827,2078688,0.46043350901943275
2012,HAWAII,HI,306658,121015,0.7170384850107442
2012,IDAHO,ID,212787,420911,0.3357861315642467
2012,ILLINOIS,IL,3019512,2135216,0.585775233921169
2012,INDIANA,IN,1152887,1420543,0.447996254026727
2012,IOWA,IA,822544,730617,0.5295935192810017
2012,KANSAS,KS,440726,692634,0.38886673254746945
2012,KENTUCKY,KY,679370,1087190,0.38457227606195094
2012,LOUISIANA,LA,809141,1152262,0.4125317438588602
2012,MAINE,ME,401306,292276,0.5785992139357711
2012,MARYLAND,MD,1677844,971869,0.6332172578690598
2012,MASSACHUSETTS,MA,1921290,1188314,0.6178568074906001
2012,MICHIGAN,MI,2564569,2115256,0.5480053207117788
2012,MINNESOTA,MN,1546167,1320225,0.5394122646169819
2012,MISSISSIPPI,MS,562949,710746,0.4419810080121222
2012,MISSOURI,MO,1223796,1482440,0.45221333246620027
2012,MONTANA,MT,201839,267928,0.42965768136118543
2012,NEBRASKA,NE,302081,475064,0.38870609731774636
2012,NEVADA,NV,531373,463567,0.5340754216334653
2012,NEW HAMPSHIRE,NH,369561,329918,0.528337519782581
2012,NEW JERSEY,NJ,2122786,1478088,0.5895196555058577
2012,NEW MEXICO,NM,415335,335788,0.5529520464690869
2012,NEW YORK,NY,4324228,2223397,0.6604269487027739
2012,NORTH CAROLINA,NC,2178391,2270395,0.48965965096995
2012,NORTH DAKOTA,ND,124966,188320,0.39888791711088273
2012,OHIO,OH,2827621,2661407,0.5151405676924949
2012,OKLAHOMA,OK,443547,891325,0.3322768025698344
2012,OREGON,OR,970488,754175,0.5627116717874738
2012,PENNSYLVANIA,PA,2990274,2680434,0.5273193400189182
2012,RHODE ISLAND,RI,279677,157204,0.6401674597888212
2012,SOUTH CAROLINA,SC,865941,1071645,0.44691745295434626
2012,SOUTH DAKOTA,SD,145039,210610,0.4078150086180476
2012,TENNESSEE,TN,960709,1462330,0.3964892847370595
2012,TEXAS,TX,3308124,4569843,0.41992102784893615
2012,UTAH,UT,251813,740600,0.25373811104852517
2012,VERMONT,VT,199239,92698,0.6824725882639062
2012,VIRGINIA,VA,1971820,1822522,0.5196737668876448
2012,WASHINGTON,WA,1755396,1290670,0.5762829827062185
2012,WEST VIRGINIA,WV,238269,417655,0.36325702367957263
2012,WISCONSIN,WI,1620985,1410966,0.5346342998287241
2012,WYOMING,WY,69286,170962,0.2883936598847857
2016,ALABAMA,AL,729547,1318255,0.3562585640603926
2016,ALASKA,AK,116454,163387,0.4161434528893193
2016,ARIZONA,AZ,1161167,1252401,0.4810997659896054
2016,ARKANSAS,AR,380494,684872,0.35714862310229534
2016,CALIFORNIA,CA,8753788,4483810,0.6612822054272989
2016,COLORADO,CO,1338870,1202484,0.5268333337268244
2016,CONNECTICUT,CT,897572,673215,0.5714154751726364
2016,DELAWARE,DE,235603,185127,0.5599862144368122
2016,DISTRICT OF COLUMBIA,DC,282830,12723,0.9569518834185409
2016,FLORIDA,FL,4504975,4617886,0.4938116452722452
2016,GEORGIA,GA,1877963,2089104,0.47338827400696787
2016,HAWAII,HI,266891,128847,0.6744133745053545
2016,IDAHO,ID,189765,409055,0.31689823319194416
2016,ILLINOIS,IL,3090729,2146015,0.5902005139071148
2016,INDIANA,IN,1033126,1557286,0.3988269047549193
2016,IOWA,IA,653669,800983,0.4493645215487965
2016,KANSAS,KS,427005,671018,0.38888529657393334
2016,KENTUCKY,KY,628854,1202971,0.34329370982490137
2016,LOUISIANA,LA,780154,1178638,0.3982832276219221
2016,MAINE,ME,357735,335593,0.5159679112916253
2016,MARYLAND,MD,1677928,943169,0.6401624968476939
2016,MASSACHUSETTS,MA,1995196,1090893,0.646512786896295
2016,MICHIGAN,MI,2268839,2279543,0.4988233178303845
2016,MINNESOTA,MN,1367705,1322949,0.5083169370718048
2016,MISSISSIPPI,MS,485131,700714,0.4091015267593994
2016,MISSOURI,MO,1071068,1594511,0.40181439004433933
2016,MONTANA,MT,177709,279240,0.38890335682975563
2016,NEBRASKA,NE,284494,495961,0.3645232588682243
2016,NEVADA,NV,539260,512058,0.512937094199852
2016,NEW HAMPSHIRE,NH,348526,345790,0.501970284423807
2016,NEW JERSEY,NJ,2148278,1601933,0.5728419014290129
2016,NEW MEXICO,NM,385234,319667,0.5465079493432411
2016,NEW YORK,NY,4379789,2527142,0.6341150649977537
2016,NORTH CAROLINA,NC,2189316,2362631,0.48096254196281285
2016,NORTH DAKOTA,ND,93758,216794,0.30190757103480254
2016,OHIO,OH,2394164,2841005,0.45732315422864095
2016,OKLAHOMA,OK,420375,949136,0.30695262761671865
2016,OREGON,OR,1002106,782403,0.5615583894505436
2016,PENNSYLVANIA,PA,2926441,2970733,0.4962446419250984
2016,RHODE ISLAND,RI,252525,180543,0.5831070409265982
2016,SOUTH CAROLINA,SC,855373,1155389,0.4253974363947598
2016,SOUTH DAKOTA,SD,117458,227721,0.3402814192056875
2016,TENNESSEE,TN,870695,1522925,0.3637565695473801
2016,TEXAS,TX,3877868,4685047,0.45286774422028014
2016,UTAH,UT,310674,515211,0.37617101654588714
2016,VERMONT,VT,178573,95369,0.6518642632382037
2016,VIRGINIA,VA,1981473,1769443,0.528263762771547
2016,WASHINGTON,WA,1742718,1221747,0.5878693120006476
2016,WEST VIRGINIA,WV,188794,489371,0.27838947748704224
2016,WISCONSIN,WI,1382536,1405284,0.49592010961970284
2016,WYOMING,WY,55973,174419,0.2429468037084621
2020,ALABAMA,AL,849624,1441170,0.3708862516664528
2020,ALASKA,AK,153778,189951,0.4473815127615069
2020,ARIZONA,AZ,1672143,1661686,0.5015683167912931
2020,ARKANSAS,AR,423932,760647,0.3578756672201685
2020,CALIFORNIA,CA,11110250,6006429,0.6490891136066756
2020,COLORADO,CO,1804352,1364607,0.5693831949230015
2020,CONNECTICUT,CT,1080831,714717,0.6019504908807785
2020,DELAWARE,DE,296268,200603,0.5962674416498447
2020,DISTRICT OF COLUMBIA,DC,317323,18586,0.9446695384761944
2020,FLORIDA,FL,5297045,5668731,0.48305245337858443
2020,GEORGIA,GA,2473633,2461854,0.5011932966290864
2020,HAWAII,HI,366130,196864,0.6503266464651488
2020,IDAHO,ID,287021,554119,0.3412285707492213
2020,ILLINOIS,IL,3471915,2446891,0.5865904373280693
2020,INDIANA,IN,1242416,1729519,0.4180495199255704
2020,IOWA,IA,759061,897672,0.4581673691536295
2020,KANSAS,KS,570323,771406,0.4250657174436865
2020,KENTUCKY,KY,772474,1326646,0.36799897099737033
2020,LOUISIANA,LA,856034,1255776,0.4053555954370895
2020,MAINE,ME,435072,360737,0.5467040458200397
2020,MARYLAND,MD,1985023,976414,0.6702904704709234
2020,MASSACHUSETTS,MA,2382202,1167202,0.67115549540148145
2020,MICHIGAN,MI,2804040,2649852,0.5141355934440947
2020,MINNESOTA,MN,1717077,1484065,0.5363951364856667
2020,MISSISSIPPI,MS,539398,756764,0.4161501417261114
2020,MISSOURI,MO,1253014,1718736,0.4216417935559855
2020,MONTANA,MT,244786,343602,0.41602819907951893
2020,NEBRASKA,NE,374583,556846,0.40215947753398273
2020,NEVADA,NV,703486,669890,0.512231173400438
2020,NEW HAMPSHIRE,NH,424921,365654,0.5374834772159505
2020,NEW JERSEY,NJ,2608335,1883274,0.5807128358679484
2020,NEW MEXICO,NM,501614,401894,0.5551849015171975
2020,NEW YORK,NY,5230985,3244798,0.6171683489301224
2020,NORTH CAROLINA,NC,2684292,2758773,0.4931581746681328
2020,NORTH DAKOTA,ND,114902,235595,0.3278259157710337
2020,OHIO,OH,2679165,3154834,0.45923302352297285
2020,OKLAHOMA,OK,503890,1020280,0.3305996050309349
2020,OREGON,OR,1340383,958448,0.5830715698544173
2020,PENNSYLVANIA,PA,3458229,3377674,0.5058920525934906
2020,RHODE ISLAND,RI,307486,199922,0.6059935988395926
2020,SOUTH CAROLINA,SC,1091541,1385103,0.44073391250417904
2020,SOUTH DAKOTA,SD,150471,261043,0.365652201383185
2020,TENNESSEE,TN,1143711,1852475,0.38172229627933646
2020,TEXAS,TX,5259126,5890347,0.4716927876322047
2020,UTAH,UT,560282,865140,0.39306394878148365
2020,VERMONT,VT,242820,112704,0.6829918655280656
2020,VIRGINIA,VA,2413568,1962430,0.551546869993999
2020,WASHINGTON,WA,2369612,1584651,0.599255031847907
2020,WEST VIRGINIA,WV,235984,545382,0.3020146768607797
2020,WISCONSIN,WI,1630866,1610184,0.5031906326653399
2020,WYOMING,WY,73491,193559,0.27519565624414905
